DOB,Date,Event_Name,Fighter_Name,Height,Location,Method,Passes,Reach,Result,Round,Stance,Strikes,Strikes_Per_Min,Submission_Attempts,TD_Avg,Takedowns,Time,Weight,Weight_Class
"May 13, 1979","['\n      December 04, 2010\n    ']",The Ultimate Fighter 12: Team GSP vs Team Koscheck,Fredson Paixao,"5' 6""","['\n\n      Las Vegas, Nevada, USA\n    ']",Flying Knee,0,"66""",Pablo Garza,1,Orthodox,1,1.71,0,0.62,0,0:51,145 lbs.,Featherweight
"Jun 30, 1976","['\n      October 23, 2010\n    ']",UFC 121: Lesnar vs Velasquez,Gilbert Yvel,"6' 2""","['\n\n      Anaheim, California, USA\n    ']",Punches,0,"77""",Jon Madsen,1,Orthodox,0,1.05,0,0.00,0,1:48,225 lbs.,Heavyweight
"Dec 03, 1979","['\n      November 13, 2010\n    ']",UFC 122: Marquardt vs Okami,Seth Petruzelli,"6' 0""","['\n\n      Oberhausen, North Rhine-Westphalia, Germany\n    ']",Punches,0,"76""",Karlos Vemola,1,Orthodox,3,2.17,2,0.46,0,3:46,205 lbs.,Light Heavyweight
"Oct 24, 1980","['\n      October 16, 2010\n    ']",UFC 120: Bisping vs Akiyama,James McSweeney,"6' 4""","['\n\n      London, England, United Kingdom\n    ']",Punches,0,"77""",Fabio Maldonado,3,Switch,49,3.94,0,0.52,0,0:48,230 lbs.,Light Heavyweight
"Dec 04, 1975","['\n      September 25, 2010\n    ']",UFC 119: Mir vs Cro Cop,Julio Paulino,"6' 0""","['\n\n      Indianapolis, Indiana, USA\n    ']",,0,--,TJ Grant,3,Orthodox,12,0.97,1,0.00,0,5:00,170 lbs.,Welterweight
"Aug 08, 1988","['\n      August 28, 2010\n    ']",UFC 118: Edgar vs Penn 2,Amilcar Alves,"6' 0""","['\n\n      Boston, Massachusetts, USA\n    ']",Armbar,0,--,Mike Pierce,3,Southpaw,4,0.50,0,0.00,0,3:11,170 lbs.,Welterweight
"Sep 22, 1975","['\n      September 15, 2010\n    ']",UFC Fight Night: Marquardt vs Palhares,Forrest Petz,"5' 9""","['\n\n      Austin, Texas, USA\n    ']",Punches,0,"71""",Brian Foster,1,Orthodox,1,2.27,0,1.30,0,1:07,170 lbs.,Welterweight
"Dec 13, 1976","['\n      August 07, 2010\n    ']",UFC 117: Silva vs Sonnen,Todd Brown,"5' 11""","['\n\n      Oakland, California, USA\n    ']",,0,--,Tim Boetsch,3,Orthodox,28,2.15,0,0.00,0,5:00,205 lbs.,Light Heavyweight
"May 05, 1981","['\n      August 01, 2010\n    ']",UFC LIVE: Jones vs Matyushenko,Steve Steinbeiss,"6' 3""","['\n\n      San Diego, California, USA\n    ']",,0,"75""",Rob Kimmons,3,Orthodox,85,3.92,0,0.44,0,5:00,185 lbs.,Middleweight
"Nov 29, 1983","['\n      June 19, 2010\n    ']",The Ultimate Fighter FINALE: Team Liddell vs Team Ortiz,James Hammortree,"6' 3""","['\n\n      Las Vegas, Nevada, USA\n    ']",,1,--,Chris Camozzi,3,Orthodox,29,1.93,1,2.00,2,5:00,185 lbs.,Middleweight
"Oct 24, 1984","['\n      May 29, 2010\n    ']",UFC 114: Rampage vs Evans,Jesse Forbes,"6' 2""","['\n\n      Las Vegas, Nevada, USA\n    ']",Guillotine Choke,1,"75""",Ryan Jensen,1,Southpaw,3,2.11,1,1.79,1,1:06,185 lbs.,Middleweight
"Sep 08, 1975","['\n      July 03, 2010\n    ']",UFC 116: Lesnar vs Carwin,Chris Tuchscherer,"6' 2""","['\n\n      Las Vegas, Nevada, USA\n    ']",Punch,0,"76""",Brendan Schaub,1,Orthodox,1,1.35,0,1.19,0,1:07,258 lbs.,Heavyweight
"Mar 10, 1982","['\n      June 12, 2010\n    ']",UFC 115: Liddell vs Franklin,Jesse Lennox,"5' 9""","['\n\n      Vancouver, British Columbia, Canada\n    ']",Triangle Choke,0,"72""",Mike Pyle,3,Orthodox,37,2.69,0,1.22,1,4:44,170 lbs.,Welterweight
"Aug 23, 1983","['\n      May 29, 2010\n    ']",UFC 114: Rampage vs Evans,Joe Brammer,"5' 8""","['\n\n      Las Vegas, Nevada, USA\n    ']",,0,--,Aaron Riley,3,Orthodox,37,2.15,0,0.81,1,5:00,155 lbs.,Lightweight
"Dec 17, 1969","['\n      June 12, 2010\n    ']",UFC 115: Liddell vs Franklin,Chuck Liddell,"6' 2""","['\n\n      Vancouver, British Columbia, Canada\n    ']",Punch,0,"76""",Rich Franklin,1,Orthodox,17,2.97,0,0.44,1,4:55,205 lbs.,Light Heavyweight
"Nov 21, 1981","['\n      August 07, 2010\n    ']",UFC 117: Silva vs Sonnen,Rodney Wallace,"5' 9""","['\n\n      Oakland, California, USA\n    ']",,0,"72""",Phil Davis,3,Switch,2,1.13,0,6.00,0,5:00,205 lbs.,Light Heavyweight
"Aug 29, 1977","['\n      August 28, 2010\n    ']",UFC 118: Edgar vs Penn 2,Gabe Ruediger,"5' 10""","['\n\n      Boston, Massachusetts, USA\n    ']",Armbar,0,--,Joe Lauzon,1,Orthodox,1,1.70,0,2.04,0,2:01,155 lbs.,Lightweight
"Sep 12, 1978","['\n      August 01, 2010\n    ']",UFC LIVE: Jones vs Matyushenko,James Irvin,"6' 2""","['\n\n      San Diego, California, USA\n    ']",Rear Naked Choke,0,"75""",Igor Pokrajac,1,Orthodox,11,2.03,0,0.00,0,2:29,205 lbs.,Light Heavyweight
"Mar 21, 1985","['\n      August 28, 2010\n    ']",UFC 118: Edgar vs Penn 2,John Salter,"6' 1""","['\n\n      Boston, Massachusetts, USA\n    ']",Guillotine Choke,1,"74""",Dan Miller,2,Southpaw,21,1.68,0,2.85,2,1:53,185 lbs.,Middleweight
"Aug 24, 1968","['\n      August 28, 2010\n    ']",UFC 118: Edgar vs Penn 2,James Toney,"5' 9""","['\n\n      Boston, Massachusetts, USA\n    ']",Arm Triangle,0,--,Randy Couture,1,Orthodox,0,0.00,0,0.00,0,3:19,220 lbs.,Heavyweight
"Jan 22, 1982","['\n      September 15, 2010\n    ']",UFC Fight Night: Marquardt vs Palhares,Tomasz Drwal,"6' 1""","['\n\n      Austin, Texas, USA\n    ']",,0,"76""",David Branch,3,Orthodox,10,3.29,0,3.55,0,5:00,205 lbs.,Middleweight
"Jan 05, 1979","['\n      September 15, 2010\n    ']",UFC Fight Night: Marquardt vs Palhares,John Gunderson,"5' 9""","['\n\n      Austin, Texas, USA\n    ']",,0,"69""",Yves Edwards,3,Orthodox,15,1.04,2,1.67,0,5:00,155 lbs.,Lightweight
"Aug 14, 1985","['\n      October 16, 2010\n    ']",UFC 120: Bisping vs Akiyama,Mark Holst,"6' 0""","['\n\n      London, England, United Kingdom\n    ']",Triangle Choke,0,--,Paul Sass,1,Orthodox,3,0.25,0,0.76,0,4:45,155 lbs.,Lightweight
"Jun 22, 1963","['\n      August 28, 2010\n    ']",UFC 118: Edgar vs Penn 2,Randy Couture,"6' 1""","['\n\n      Boston, Massachusetts, USA\n    ']",SUB,1,"75""",Randy Couture,1,Orthodox,8,2.85,2,2.78,1,3:19,205 lbs.,Heavyweight
"Aug 29, 1983","['\n      October 16, 2010\n    ']",UFC 120: Bisping vs Akiyama,Vinicius Queiroz,"6' 7""","['\n\n      London, England, United Kingdom\n    ']",Rear Naked Choke,5,--,Rob Broughton,3,,47,3.67,0,5.07,5,1:43,220 lbs.,Heavyweight
"May 04, 1978","['\n      October 16, 2010\n    ']",UFC 120: Bisping vs Akiyama,James Wilks,"6' 1""","['\n\n      London, England, United Kingdom\n    ']",,0,"75""",Claude Patrick,3,Orthodox,12,1.82,0,1.27,0,5:00,170 lbs.,Welterweight
"Jan 30, 1981","['\n      November 13, 2010\n    ']",UFC 122: Marquardt vs Okami,Rob Kimmons,"5' 10""","['\n\n      Oberhausen, North Rhine-Westphalia, Germany\n    ']",Rear Naked Choke,2,"73""",Kyle Noke,2,Orthodox,16,1.86,0,2.08,0,1:33,185 lbs.,Middleweight
--,"['\n      November 13, 2010\n    ']",UFC 122: Marquardt vs Okami,Mark Scanlon,"5' 9""","['\n\n      Oberhausen, North Rhine-Westphalia, Germany\n    ']",,0,--,Pascal Krauss,3,Orthodox,33,2.20,2,3.00,3,5:00,170 lbs.,Welterweight
"Apr 25, 1979","['\n      November 13, 2010\n    ']",UFC 122: Marquardt vs Okami,Alexandre Ferreira,"5' 7""","['\n\n      Oberhausen, North Rhine-Westphalia, Germany\n    ']",Elbows,0,--,Vladimir Matyushenko,1,Orthodox,6,2.57,0,0.00,0,2:20,205 lbs.,Light Heavyweight
"Mar 20, 1984","['\n      November 13, 2010\n    ']",UFC 122: Marquardt vs Okami,Goran Reljic,"6' 3""","['\n\n      Oberhausen, North Rhine-Westphalia, Germany\n    ']",,1,"81""",Krzysztof Soszynski,3,Southpaw,23,1.69,0,1.69,2,5:00,205 lbs.,Light Heavyweight
"Dec 30, 1984","['\n      November 13, 2010\n    ']",UFC 122: Marquardt vs Okami,Nick Osipczak,"6' 2""","['\n\n      Oberhausen, North Rhine-Westphalia, Germany\n    ']",,1,"76""",Duane Ludwig,3,Orthodox,60,2.83,0,1.20,2,5:00,170 lbs.,Welterweight
"Apr 03, 1984","['\n      November 20, 2010\n    ']",UFC 123: Rampage vs Machida,Brian Foster,"5' 9""","['\n\n      Auburn Hills, Michigan, USA\n    ']",SUB,2,"71""",Brian Foster,2,Orthodox,25,3.30,2,3.67,3,2:11,170 lbs.,Welterweight
"Aug 28, 1982","['\n      November 20, 2010\n    ']",UFC 123: Rampage vs Machida,Karo Parisyan,"5' 10""","['\n\n      Auburn Hills, Michigan, USA\n    ']",Punches,0,"72""",Dennis Hallman,1,Orthodox,2,2.49,0,5.27,0,1:47,170 lbs.,Welterweight
"Nov 19, 1979","['\n      November 20, 2010\n    ']",UFC 123: Rampage vs Machida,Gerald Harris,"5' 11""","['\n\n      Auburn Hills, Michigan, USA\n    ']",,0,"77""",Maiquel Falcao,3,Southpaw,8,1.41,0,2.96,2,5:00,185 lbs.,Middleweight
"Mar 11, 1984","['\n      December 04, 2010\n    ']",The Ultimate Fighter 12: Team GSP vs Team Koscheck,Sako Chivitchian,"5' 11""","['\n\n      Las Vegas, Nevada, USA\n    ']",,0,--,Kyle Watson,3,,36,2.40,0,0.00,0,5:00,155 lbs.,Lightweight
"Mar 08, 1981","['\n      November 20, 2010\n    ']",UFC 123: Rampage vs Machida,Maiquel Falcao,"5' 11""","['\n\n      Auburn Hills, Michigan, USA\n    ']",U-DEC,3,--,Maiquel Falcao,3,Orthodox,25,1.67,3,1.00,1,5:00,185 lbs.,Middleweight
"Mar 31, 1983","['\n      December 04, 2010\n    ']",The Ultimate Fighter 12: Team GSP vs Team Koscheck,Tyler Toner,"5' 8""","['\n\n      Las Vegas, Nevada, USA\n    ']",,0,"70""",Ian Loveland,3,Orthodox,21,2.95,0,0.00,0,5:00,145 lbs.,Featherweight
"Aug 09, 1979","['\n      December 04, 2010\n    ']",The Ultimate Fighter 12: Team GSP vs Team Koscheck,Kyle Watson,"6' 0""","['\n\n      Las Vegas, Nevada, USA\n    ']",U-DEC,0,--,Kyle Watson,3,,72,3.67,0,0.00,0,5:00,155 lbs.,Lightweight
"Jan 31, 1987","['\n      December 04, 2010\n    ']",The Ultimate Fighter 12: Team GSP vs Team Koscheck,Aaron Wilkinson,"5' 10""","['\n\n      Las Vegas, Nevada, USA\n    ']",Guillotine Choke,0,--,Cody McKenzie,1,,0,0.00,0,7.32,1,2:03,155 lbs.,Lightweight
"Sep 07, 1983","['\n      December 04, 2010\n    ']",The Ultimate Fighter 12: Team GSP vs Team Koscheck,Ian Loveland,"5' 8""","['\n\n      Las Vegas, Nevada, USA\n    ']",U-DEC,0,--,Ian Loveland,3,Orthodox,44,2.71,0,1.00,0,5:00,145 lbs.,Featherweight
"Oct 09, 1977","['\n      December 11, 2010\n    ']",UFC 124: St-Pierre vs Koscheck 2,Joe Doerksen,"6' 0""","['\n\n      Montreal, Quebec, Canada\n    ']",,0,"75""",Dan Miller,3,Orthodox,12,1.43,2,2.02,0,5:00,185 lbs.,Middleweight
"Nov 29, 1976","['\n      December 11, 2010\n    ']",UFC 124: St-Pierre vs Koscheck 2,Ricardo Almeida,"6' 0""","['\n\n      Montreal, Quebec, Canada\n    ']",U-DEC,9,"74""",Ricardo Almeida,3,Orthodox,48,2.02,0,3.74,6,5:00,170 lbs.,Welterweight
"Apr 16, 1976","['\n      January 01, 2011\n    ']",UFC 125: Resolution,Phil Baroni,"5' 9""","['\n\n      Las Vegas, Nevada, USA\n    ']",Punches,1,"72""",Brad Tavares,1,Orthodox,11,2.77,1,1.46,0,4:20,170 lbs.,Middleweight
"Apr 29, 1986","['\n      December 11, 2010\n    ']",UFC 124: St-Pierre vs Koscheck 2,Dustin Hazelett,"6' 1""","['\n\n      Montreal, Quebec, Canada\n    ']",Triangle Choke,0,"76""",Mark Bocek,1,Orthodox,0,2.24,0,0.55,0,2:33,170 lbs.,Lightweight
"Jun 03, 1986","['\n      January 01, 2011\n    ']",UFC 125: Resolution,Greg Soto,"5' 11""","['\n\n      Las Vegas, Nevada, USA\n    ']",Kimura,0,"73""",Daniel Roberts,1,Orthodox,6,3.21,1,1.49,0,3:45,170 lbs.,Welterweight
"Aug 24, 1973","['\n      January 01, 2011\n    ']",UFC 125: Resolution,Marcus Davis,"5' 10""","['\n\n      Las Vegas, Nevada, USA\n    ']",Punch,2,"70""",Jeremy Stephens,3,Southpaw,17,2.72,0,1.60,2,2:33,170 lbs.,Lightweight
"May 31, 1981","['\n      April 10, 2010\n    ']",UFC 112: Invincible,Matt Veach,"5' 11""","['\n\n      Abu Dhabi, United Arab Emirates\n    ']",Guillotine Choke,3,--,Paul Kelly,2,Orthodox,4,1.12,2,3.64,1,3:41,155 lbs.,Lightweight
"May 25, 1977","['\n      April 10, 2010\n    ']",UFC 112: Invincible,Brad Blackburn,"5' 10""","['\n\n      Abu Dhabi, United Arab Emirates\n    ']",Kick,2,"73""",DaMarques Johnson,3,Orthodox,59,4.55,2,0.93,4,2:08,170 lbs.,Welterweight
"Mar 25, 1982","['\n      March 27, 2010\n    ']",UFC 111: St-Pierre vs Hardy,Rory Markham,"6' 0""","['\n\n      Newark, New Jersey, USA\n    ']",Punches,0,"71""",Nate Diaz,1,Orthodox,3,1.98,0,0.00,0,2:47,170 lbs.,Welterweight
"Dec 08, 1973","['\n      March 31, 2010\n    ']",UFC Fight Night: Florian vs Gomi,Lucio Linhares,"6' 2""","['\n\n      Charlotte, North Carolina, USA\n    ']",,0,--,Yushin Okami,2,Orthodox,8,0.99,0,1.86,0,2:47,185 lbs.,Middleweight
"Mar 11, 1967","['\n      April 10, 2010\n    ']",UFC 112: Invincible,Renzo Gracie,"5' 10""","['\n\n      Abu Dhabi, United Arab Emirates\n    ']",Punches,0,--,Matt Hughes,3,Orthodox,34,1.71,0,1.13,0,4:40,185 lbs.,Welterweight
--,"['\n      January 11, 2010\n    ']",UFC Fight Night: Maynard vs Diaz,Jay Silva,"6' 2""","['\n\n      Fairfax, Virginia, USA\n    ']",,0,--,Chris Leben,3,Southpaw,15,1.13,0,0.00,0,5:00,185 lbs.,Middleweight
"Aug 19, 1982","['\n      January 11, 2010\n    ']",UFC Fight Night: Maynard vs Diaz,Kyle Bradley,"5' 9""","['\n\n      Fairfax, Virginia, USA\n    ']",,0,"71""",Rafael Dos Anjos,3,Orthodox,21,1.99,0,0.65,0,5:00,155 lbs.,Lightweight
--,"['\n      March 21, 2010\n    ']",UFC on Versus: Vera vs Jones,Chase Gormley,"6' 3""","['\n\n      Broomfield, Colorado, USA\n    ']",Punches,0,--,Brendan Schaub,1,Orthodox,2,3.60,0,3.12,0,0:47,265 lbs.,Heavyweight
"Dec 30, 1981","['\n      March 21, 2010\n    ']",UFC on Versus: Vera vs Jones,Shannon Gugerty,"5' 10""","['\n\n      Broomfield, Colorado, USA\n    ']",Arm Triangle,0,"71""",Clay Guida,2,Orthodox,1,1.25,3,2.13,0,3:40,155 lbs.,Lightweight
"Mar 03, 1980","['\n      December 12, 2009\n    ']",UFC 107: Penn vs Sanchez,Kevin Burns,"5' 10""","['\n\n      Memphis, Tennessee, USA\n    ']",Punch,0,"74""",TJ Grant,1,Orthodox,14,2.74,0,0.28,0,4:57,170 lbs.,Welterweight
"Jul 14, 1978","['\n      February 06, 2010\n    ']",UFC 109: Relentless,Rolles Gracie,"6' 4""","['\n\n      Las Vegas, Nevada, USA\n    ']",Punches,2,--,Joey Beltran,2,Orthodox,15,2.30,0,2.30,1,1:31,242 lbs.,Heavyweight
"Jun 12, 1980","['\n      November 21, 2009\n    ']",UFC 106: Ortiz vs Griffin 2,Jason Dent,"5' 10""","['\n\n      Las Vegas, Nevada, USA\n    ']",Armbar,0,"71""",George Sotiropoulos,2,Orthodox,25,2.01,0,0.00,0,4:36,155 lbs.,Lightweight
"May 14, 1982","['\n      October 24, 2009\n    ']",UFC 104: Machida vs Shogun,Razak Al-Hassan,"6' 2""","['\n\n      Los Angeles, California, USA\n    ']",,1,--,Kyle Kingsbury,3,Orthodox,31,3.27,0,0.65,1,5:00,205 lbs.,Light Heavyweight
"Feb 05, 1976","['\n      October 24, 2009\n    ']",UFC 104: Machida vs Shogun,Antoni Hardonk,"6' 4""","['\n\n      Los Angeles, California, USA\n    ']",Punches,0,"78""",Pat Barry,2,Orthodox,29,3.40,0,0.00,0,2:30,245 lbs.,Heavyweight
"Apr 27, 1987","['\n      December 05, 2009\n    ']",The Ultimate Fighter: Heavyweights Finale,Justin Wren,"6' 2""","['\n\n      Las Vegas, Nevada, USA\n    ']",,0,--,Jon Madsen,3,Orthodox,17,3.43,0,0.00,0,5:00,265 lbs.,Heavyweight
"Jun 07, 1977","['\n      September 16, 2009\n    ']",UFC Fight Night: Diaz vs Guillard,Chris Wilson,"6' 1""","['\n\n      Oklahoma City, Oklahoma, USA\n    ']",Guillotine Choke,0,"75""",Mike Pyle,3,Orthodox,19,2.32,1,1.31,1,2:15,170 lbs.,Welterweight
"Nov 22, 1981","['\n      November 14, 2009\n    ']",UFC 105: Couture vs Vera,Rolando Delgado,"6' 3""","['\n\n      Manchester, England, United Kingdom\n    ']",Punch,0,"77""",Andre Winner,1,Orthodox,11,1.56,0,1.17,0,3:22,155 lbs.,Lightweight
"Feb 09, 1982","['\n      November 21, 2009\n    ']",UFC 106: Ortiz vs Griffin 2,Jake Rosholt,"6' 1""","['\n\n      Las Vegas, Nevada, USA\n    ']",Triangle Choke,2,--,Kendall Grove,1,Orthodox,5,2.68,1,6.51,3,3:59,185 lbs.,Middleweight
"Aug 22, 1983","['\n      February 06, 2010\n    ']",UFC 109: Relentless,Justin Buchholz,"6' 0""","['\n\n      Las Vegas, Nevada, USA\n    ']",,0,"73""",Mac Danzig,3,Orthodox,30,2.35,1,0.00,0,5:00,155 lbs.,Lightweight
"May 07, 1972","['\n      February 06, 2010\n    ']",UFC 109: Relentless,Frank Trigg,"5' 9""","['\n\n      Las Vegas, Nevada, USA\n    ']",Punch,0,"71""",Matt Serra,1,Southpaw,6,2.79,0,2.35,0,2:23,170 lbs.,Welterweight
"Dec 20, 1964","['\n      February 06, 2010\n    ']",UFC 109: Relentless,Mark Coleman,"6' 1""","['\n\n      Las Vegas, Nevada, USA\n    ']",Rear Naked Choke,0,"75""",Randy Couture,2,Orthodox,10,1.88,0,3.89,0,1:09,205 lbs.,Light Heavyweight
"Nov 29, 1984","['\n      December 12, 2009\n    ']",UFC 107: Penn vs Sanchez,Shane Nelson,"5' 9""","['\n\n      Memphis, Tennessee, USA\n    ']",,0,"70""",Matt Wiman,3,Southpaw,20,1.38,3,1.31,1,5:00,155 lbs.,Lightweight
"Jan 16, 1974","['\n      March 21, 2010\n    ']",UFC on Versus: Vera vs Jones,Paul Buentello,"6' 2""","['\n\n      Broomfield, Colorado, USA\n    ']",Elbows,0,"77""",Cheick Kongo,3,Orthodox,3,3.29,0,0.19,0,1:16,245 lbs.,Heavyweight
"May 08, 1975","['\n      March 31, 2010\n    ']",UFC Fight Night: Florian vs Gomi,Caol Uno,"5' 7""","['\n\n      Charlotte, North Carolina, USA\n    ']",Punches,0,"70""",Gleison Tibau,1,Southpaw,6,1.91,0,1.95,0,4:13,155 lbs.,Lightweight
"Jul 30, 1981","['\n      March 31, 2010\n    ']",UFC Fight Night: Florian vs Gomi,Rob Emerson,"5' 9""","['\n\n      Charlotte, North Carolina, USA\n    ']",,0,"70""",Nik Lentz,3,Orthodox,24,2.50,1,2.02,0,5:00,155 lbs.,Lightweight
"Aug 13, 1975","['\n      March 31, 2010\n    ']",UFC Fight Night: Florian vs Gomi,Ronys Torres,"5' 7""","['\n\n      Charlotte, North Carolina, USA\n    ']",,1,--,Jacob Volkmann,3,Orthodox,20,0.87,0,4.00,3,5:00,155 lbs.,Lightweight
"Mar 18, 1972","['\n      March 31, 2010\n    ']",UFC Fight Night: Florian vs Gomi,Nate Quarry,"6' 0""","['\n\n      Charlotte, North Carolina, USA\n    ']",Punches,0,"72""",Jorge Rivera,2,Open Stance,19,4.96,0,0.25,0,0:29,185 lbs.,Middleweight
"Aug 18, 1973","['\n      August 29, 2009\n    ']",UFC 102: Couture vs Nogueira,Marcus Aurelio,"5' 10""","['\n\n      Portland, Oregon, USA\n    ']",,2,"74""",Evan Dunham,3,Orthodox,27,1.42,1,1.69,3,5:00,155 lbs.,Lightweight
"Oct 31, 1985","['\n      August 08, 2009\n    ']",UFC 101: Declaration,Dan Cramer,"6' 2""","['\n\n      Philadelphia, Pennsylvania, USA\n    ']",,0,--,Matthew Riddle,3,Orthodox,5,0.97,1,0.00,0,5:00,170 lbs.,Welterweight
"May 08, 1983","['\n      August 08, 2009\n    ']",UFC 101: Declaration,Danillo Villefort,"6' 1""","['\n\n      Philadelphia, Pennsylvania, USA\n    ']",,1,--,Jesse Lennox,3,Orthodox,43,2.86,1,1.71,1,3:37,185 lbs.,Welterweight
"Sep 25, 1984","['\n      July 11, 2009\n    ']",UFC 100,Jake O'Brien,"6' 3""","['\n\n      Las Vegas, Nevada, USA\n    ']",Guillotine Choke,0,"76""",Jon Jones,2,Orthodox,11,1.31,0,6.39,0,2:43,205 lbs.,Light Heavyweight
"May 12, 1987","['\n      June 20, 2009\n    ']",The Ultimate Fighter: Team US vs Team UK Finale,Cameron Dollar,"5' 11""","['\n\n      Las Vegas, Nevada, USA\n    ']",Anaconda Choke,0,--,Jason Dent,1,Orthodox,24,5.04,0,0.00,0,4:46,155 lbs.,Lightweight
"Nov 16, 1979","['\n      May 23, 2009\n    ']",UFC 98: Evans vs Machida,David Kaplan,"5' 7""","['\n\n      Las Vegas, Nevada, USA\n    ']",,2,--,George Roop,3,Orthodox,50,2.88,0,4.88,5,5:00,155 lbs.,Lightweight
"Feb 02, 1980","['\n      June 13, 2009\n    ']",UFC 99: The Comeback,Denis Stojnic,"6' 0""","['\n\n      Cologne, North Rhine-Westphalia, Germany\n    ']",Rear Naked Choke,0,--,Stefan Struve,2,Orthodox,16,1.51,0,0.00,0,2:37,245 lbs.,Heavyweight
"Jul 21, 1982","['\n      April 01, 2009\n    ']",UFC Fight Night: Condit vs Kampmann,Tim McKenzie,"6' 0""","['\n\n      Nashville, Tennessee, USA\n    ']",Punches,0,"74""",Aaron Simpson,1,Orthodox,1,1.37,0,0.00,0,1:40,185 lbs.,Middleweight
"Oct 08, 1976","['\n      April 18, 2009\n    ']",UFC 97: Redemption,Ryo Chonan,"5' 9""","['\n\n      Montreal, Quebec, Canada\n    ']",,0,"70""",TJ Grant,3,Orthodox,31,2.57,0,0.61,2,5:00,170 lbs.,Welterweight
"Sep 01, 1982","['\n      January 31, 2009\n    ']",UFC 94: St-Pierre vs Penn 2,Matt Arroyo,"5' 10""","['\n\n      Las Vegas, Nevada, USA\n    ']",,2,"72""",Dan Cramer,3,Orthodox,16,1.62,5,2.12,2,5:00,170 lbs.,Welterweight
--,"['\n      March 07, 2009\n    ']",UFC 96: Jackson vs Jardine,Michael Patt,"6' 0""","['\n\n      Columbus, Ohio, USA\n    ']",Kicks,0,--,Brandon Vera,2,Orthodox,5,1.65,0,0.00,0,1:27,205 lbs.,Light Heavyweight
"Mar 03, 1983","['\n      January 17, 2009\n    ']",UFC 93: Franklin vs Henderson,Nate Mohr,"5' 9""","['\n\n      Dublin, Leinster, Ireland\n    ']",Spinning Back Kick,1,"72""",Dennis Siver,3,Orthodox,48,3.79,0,0.45,1,3:45,155 lbs.,Lightweight
"Feb 01, 1980","['\n      February 21, 2009\n    ']",UFC 95: Sanchez vs Stevenson,Troy Mandaloniz,"5' 9""","['\n\n      London, England, United Kingdom\n    ']",,5,--,Paul Kelly,3,Orthodox,38,3.52,0,3.10,4,5:00,170 lbs.,Welterweight
"Jun 21, 1981","['\n      December 13, 2008\n    ']",The Ultimate Fighter Finale: Team Nog vs Team Mir,John Polakowski,"5' 10""","['\n\n      Las Vegas, Nevada, USA\n    ']",Guillotine Choke,0,--,Rolando Delgado,2,Orthodox,1,0.14,1,0.00,0,2:18,155 lbs.,Lightweight
"Jun 01, 1974","['\n      December 27, 2008\n    ']",UFC 92: The Ultimate 2008,Dan Evensen,"6' 3""","['\n\n      Las Vegas, Nevada, USA\n    ']",Kicks,0,--,Pat Barry,1,Orthodox,0,0.27,0,0.00,0,2:36,250 lbs.,Heavyweight
"Nov 05, 1984","['\n      November 15, 2008\n    ']",UFC 91: Couture vs Lesnar,Ryan Thomas,"6' 0""","['\n\n      Las Vegas, Nevada, USA\n    ']",Armbar,2,--,Matt Brown,2,Orthodox,15,2.01,0,5.59,5,0:57,170 lbs.,Welterweight
"Nov 04, 1982","['\n      December 10, 2008\n    ']",UFC Fight Night - Fight for the Troops,Eddie Sanchez,"6' 2""","['\n\n      Fayetteville, North Carolina, USA\n    ']",,1,"74""",Justin McCully,3,Orthodox,42,3.45,0,1.13,0,5:00,230 lbs.,Heavyweight
"Oct 03, 1978","['\n      December 10, 2008\n    ']",UFC Fight Night - Fight for the Troops,Corey Hill,"6' 4""","['\n\n      Fayetteville, North Carolina, USA\n    ']",,2,"80""",Dale Hartt,2,Orthodox,8,3.57,0,3.02,2,0:20,155 lbs.,Lightweight
"Oct 21, 1982","['\n      December 10, 2008\n    ']",UFC Fight Night - Fight for the Troops,Johnny Rees,"6' 0""","['\n\n      Fayetteville, North Carolina, USA\n    ']",Rear Naked Choke,1,--,Steve Bruno,2,Orthodox,36,3.29,0,1.15,1,3:44,170 lbs.,Welterweight
"Nov 03, 1981","['\n      December 10, 2008\n    ']",UFC Fight Night - Fight for the Troops,Steve Bruno,"5' 10""","['\n\n      Fayetteville, North Carolina, USA\n    ']",SUB,3,--,Steve Bruno,2,Orthodox,10,0.96,1,1.94,3,3:44,170 lbs.,Welterweight
"Jul 05, 1980","['\n      December 10, 2008\n    ']",UFC Fight Night - Fight for the Troops,Brodie Farber,"6' 1""","['\n\n      Fayetteville, North Carolina, USA\n    ']",,0,--,Luigi Fioravanti,3,Orthodox,10,1.69,1,0.90,1,5:00,170 lbs.,Welterweight
"Jan 22, 1981","['\n      December 10, 2008\n    ']",UFC Fight Night - Fight for the Troops,Luigi Fioravanti,"5' 8""","['\n\n      Fayetteville, North Carolina, USA\n    ']",U-DEC,10,"70""",Luigi Fioravanti,3,Orthodox,30,2.23,5,3.76,8,5:00,170 lbs.,Welterweight
"Jul 16, 1982","['\n      November 15, 2008\n    ']",UFC 91: Couture vs Lesnar,Alvin Robinson,"5' 9""","['\n\n      Las Vegas, Nevada, USA\n    ']",Rear Naked Choke,0,"68""",Mark Bocek,3,Southpaw,5,1.57,0,1.24,0,3:16,155 lbs.,Lightweight
